Order, SmallGroup_ID, StructureDescription, CenterSize
1152,140345,"C9 : (((C4 : Q8) : C2) : C2)",4
1152,140346,"(C3 x C3) : (((C4 : Q8) : C2) : C2)",4
1152,140382,"(C3 x C3) : (((C4 : Q8) : C2) : C2)",4
1152,152539,"C2 x C2 x D16 x D18",8
1152,152540,"C2 x C2 x (D16 x ((C3 x C3) : C2))",8
1152,152545,"C2 x C2 x C2 x D144",16
1152,152546,"C2 x C2 x C2 x ((C3 x C3) : D16)",16
1152,152548,"C2 x D16 x S3 x S3",4
1152,152551,"C2 x C2 x D48 x S3",8
1152,152582,"C2 x C2 x Q16 x D18",8
1152,152583,"C2 x C2 x (Q16 x ((C3 x C3) : C2))",8
1152,152588,"C2 x C2 x C2 x (C9 : Q16)",16
1152,152589,"C2 x C2 x C2 x ((C3 x C3) : Q16)",16
1152,152591,"C2 x Q16 x S3 x S3",4
1152,152594,"C2 x C2 x ((C3 : Q16) x S3)",8
1152,152598,"C2 x C2 x C2 x ((C3 x C3) : Q16)",16
1152,152790,"((C2 x D16) : C2) x D18",2
1152,152791,"((C2 x D16) : C2) x ((C3 x C3) : C2)",2
1152,152796,"C2 x (C9 : ((C2 x D16) : C2))",4
1152,152797,"C2 x ((C3 x C3) : ((C2 x D16) : C2))",4
1152,152805,"C2 x (C9 : ((C2 x D16) : C2))",4
1152,152806,"C2 x ((C3 x C3) : ((C2 x D16) : C2))",4
1152,152812,"(C3 : ((C2 x D16) : C2)) x S3",2
1152,152816,"(C3 : ((C2 x D16) : C2)) x S3",2
1152,152827,"C2 x ((C3 x C3) : ((C2 x D16) : C2))",4
1152,152839,"C2 x ((C3 x C3) : ((C2 x D16) : C2))",4
1152,152913,"((C2 x Q16) : C2) x D18",2
1152,152914,"((C2 x Q16) : C2) x ((C3 x C3) : C2)",2
1152,152919,"C2 x (C9 : ((C2 x Q16) : C2))",4
1152,152920,"C2 x ((C3 x C3) : ((C2 x Q16) : C2))",4
1152,152928,"C2 x (C9 : ((C2 x Q16) : C2))",4
1152,152929,"C2 x ((C3 x C3) : ((C2 x Q16) : C2))",4
1152,152935,"(C3 : ((C2 x Q16) : C2)) x S3",2
1152,152939,"(C3 : ((C2 x Q16) : C2)) x S3",2
1152,152950,"C2 x ((C3 x C3) : ((C2 x Q16) : C2))",4
1152,152961,"C2 x ((C3 x C3) : ((C2 x Q16) : C2))",4
1152,153166,"C2 x C2 x C2 x D8 x D18",16
1152,153167,"C2 x C2 x C2 x (D8 x ((C3 x C3) : C2))",16
1152,153172,"C2 x C2 x C2 x C2 x D72",32
1152,153173,"C2 x C2 x C2 x C2 x ((C12 x C3) : C2)",32
1152,153175,"C2 x C2 x D8 x S3 x S3",8
1152,153178,"C2 x C2 x C2 x D24 x S3",16
1152,153182,"C2 x C2 x C2 x C2 x ((S3 x S3) : C2)",16
1152,153183,"C2 x C2 x C2 x Q8 x D18",16
1152,153184,"C2 x C2 x C2 x (Q8 x ((C3 x C3) : C2))",16
1152,153186,"C2 x C2 x C2 x C2 x (C9 : Q8)",32
1152,153187,"C2 x C2 x C2 x C2 x ((C3 x C3) : Q8)",32
1152,153189,"C2 x C2 x Q8 x S3 x S3",8
1152,153190,"C2 x C2 x C2 x ((C3 : Q8) x S3)",16
1152,153219,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x D18)",4
1152,153220,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x ((C3 x C3) : C2))",4
1152,153225,"C2 x C2 x (C9 : ((C2 x C2 x C2) : (C2 x C2)))",8
1152,153226,"C2 x C2 x ((C3 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",8
1152,153228,"((C2 x C2 x C2) : (C2 x C2)) x S3 x S3",2
1152,153231,"C2 x ((C3 : ((C2 x C2 x C2) : (C2 x C2))) x S3)",4
1152,153237,"C2 x C2 x ((C3 x C3) : ((C2 x C2 x C2) : (C2 x C2)))",8
1152,153239,"C2 x (((C2 x Q8) : C2) x D18)",4
1152,153240,"C2 x (((C2 x Q8) : C2) x ((C3 x C3) : C2))",4
1152,153242,"C2 x C2 x (C9 : ((C2 x Q8) : C2))",8
1152,153243,"C2 x C2 x ((C3 x C3) : ((C2 x Q8) : C2))",8
1152,153248,"((C2 x Q8) : C2) x S3 x S3",2
1152,153249,"C2 x ((C3 : ((C2 x Q8) : C2)) x S3)",4
1152,153255,"C2 x C2 x ((C3 x C3) : ((C2 x Q8) : C2))",8
1152,153288,"C9 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
1152,153289,"(C3 x C3) : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
1152,153295,"(C3 x C3) : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
1152,153300,"C9 : ((C2 x ((C2 x Q8) : C2)) : C2)",2
1152,153301,"(C3 x C3) : ((C2 x ((C2 x Q8) : C2)) : C2)",2
1152,153307,"(C3 x C3) : ((C2 x ((C2 x Q8) : C2)) : C2)",2
1152,153309,"C2 x C2 x C2 x C2 x C2 x C2 x D18",64
1152,153310,"C2 x C2 x C2 x C2 x C2 x C2 x ((C3 x C3) : C2)",64
1152,153312,"C2 x C2 x C2 x C2 x C2 x S3 x S3",32
1152,155790,"S3 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",1
1152,155791,"S3 x ((((C4 x C4) : C2) : C3) : C2)",1
1152,155812,"D48 x S4",2
1152,155824,"(C3 : Q16) x S4",2
1152,157535,"C2 x ((C3 : Q8) x S4)",4
1152,157550,"C2 x D24 x S4",4
1152,157559,"D8 x S3 x S4",2
1152,157583,"Q8 x S3 x S4",2
1152,157594,"C2 x (S3 x ((C2 . S4 = SL(2;3) . C2) : C2))",4
1152,157598,"(((C3 x (((C4 x C2) : C2) : C3)) : C2) : C2) : C2",2
1152,157603,"C2 x (S3 x ((((C4 x C2) : C2) : C3) : C2))",4
1152,157611,"(((C3 x (((C4 x C2) : C2) : C3)) : C2) : C2) : C2",2
1152,157851,"C2 x S4 x S4",2
1152,157853,"((C2 x C2 x C2 x C2 x C2 x C2) : C9) : C2",1
1152,157863,"C2 x C2 x C2 x S3 x S4",8
1154,1,"D1154",1
1156,4,"D1156",2
1156,13,"D34 x D34",1
1156,15,"C2 x ((C17 x C17) : C2)",2
1158,5,"D1158",1
1160,28,"C5 : (C29 : Q8)",2
1160,30,"D1160",2
1160,45,"C2 x D10 x D58",2
1160,48,"C2 x C2 x D290",4
1162,3,"D1162",1
1164,11,"S3 x D194",1
1164,17,"D1164",2
1166,3,"D1166",1
1168,26,"D1168",2
1168,31,"C73 : Q16",2
1168,34,"D8 x D146",2
1168,36,"C2 x D584",4
1168,37,"Q8 x D146",2
1168,38,"C2 x (C73 : Q8)",4
1168,42,"C2 x C2 x C2 x D146",8
1170,11,"D1170",1
1170,31,"(C3 x C3) : D130",1
1172,4,"D1172",2
1174,1,"D1174",1
1176,34,"C3 : (C49 : Q8)",2
1176,36,"D1176",2
1176,49,"C2 x S3 x D98",2
1176,55,"C2 x C2 x D294",4
1176,204,"C3 : ((C7 x C7) : Q8)",2
1176,206,"C3 : ((C7 x C7) : D8)",2
1176,237,"S3 x D14 x D14",1
1176,264,"C2 x (S3 x ((C7 x C7) : C2))",2
1176,265,"C2 x D42 x D14",2
1176,278,"C2 x C2 x (C3 : ((C7 x C7) : C2))",4
1178,3,"D1178",1
1180,7,"D10 x D118",1
1180,10,"D1180",2
1182,3,"D1182",1
1184,88,"D1184",2
1184,93,"C37 : Q32",2
1184,143,"C37 : ((C4 x C4) : C2)",4
1184,146,"C37 : (C4 : Q8)",4
1184,155,"D16 x D74",2
1184,157,"C2 x D592",4
1184,162,"Q16 x D74",2
1184,164,"C2 x (C37 : Q16)",4
1184,182,"C2 x D8 x D74",4
1184,184,"C2 x C2 x D296",8
1184,185,"C2 x Q8 x D74",4
1184,186,"C2 x C2 x (C37 : Q8)",8
1184,192,"C37 : ((C2 x C2 x C2) : (C2 x C2))",2
1184,193,"C37 : ((C2 x Q8) : C2)",2
1184,195,"C2 x C2 x C2 x C2 x D74",16
1186,1,"D1186",1
1188,5,"D22 x D54",1
1188,9,"D1188",2
1188,35,"D22 x ((C9 x C3) : C2)",1
1188,39,"S3 x D198",1
1188,40,"D66 x D18",1
1188,62,"C2 x ((C9 x C3) : D22)",2
1188,84,"((C3 x C3 x C3) : C2) x D22",1
1188,86,"S3 x ((C3 x C3) : D22)",1
1188,87,"((C3 x C3) : C2) x D66",1
1188,98,"C2 x ((C3 x C3 x C3) : D22)",2
1190,7,"D1190",1
1192,10,"D1192",2
1192,11,"C149 : Q8",2
1192,12,"C2 x C2 x D298",4
1194,5,"D1194",1
1196,7,"D26 x D46",1
1196,10,"D1196",2
1198,1,"D1198",1
1200,65,"C3 : (C25 : Q16)",2
1200,69,"D1200",2
1200,119,"(C3 : Q8) x D50",2
1200,125,"S3 x (C25 : Q8)",2
1200,130,"D24 x D50",2
1200,131,"S3 x D200",2
1200,169,"C2 x (C3 : (C25 : Q8))",4
1200,171,"C2 x D600",4
1200,173,"D8 x D150",2
1200,175,"Q8 x D150",2
1200,195,"D50 x S4",1
1200,203,"C2 x C2 x S3 x D50",4
1200,208,"C2 x C2 x C2 x D150",8
1200,452,"C3 : ((C5 x C5) : D16)",2
1200,453,"C3 : ((C5 x C5) : Q16)",2
1200,515,"C2 x ((C5 x C5) : (C3 : Q8))",4
1200,803,"(C3 : Q8) x ((C5 x C5) : C2)",2
1200,806,"S3 x ((C5 x C5) : Q8)",2
1200,814,"D24 x ((C5 x C5) : C2)",2
1200,815,"S3 x ((C5 x C5) : D8)",2
1200,830,"D30 x (C5 : Q8)",2
1200,833,"(C3 : (C5 : Q8)) x D10",2
1200,841,"D30 x D40",2
1200,842,"D120 x D10",2
1200,925,"C2 x (C3 : ((C5 x C5) : Q8))",4
1200,927,"C2 x (C3 : ((C5 x C5) : D8))",4
1200,929,"D8 x (C3 : ((C5 x C5) : C2))",2
1200,931,"Q8 x (C3 : ((C5 x C5) : C2))",2
1200,980,"C2 x C2 x ((C5 x C5) : D12)",4
1200,982,"((C5 x C5) : C2) x S4",1
1200,1006,"C2 x S3 x D10 x D10",2
1200,1027,"C2 x C2 x (S3 x ((C5 x C5) : C2))",4
1200,1028,"C2 x C2 x D30 x D10",4
1200,1039,"C2 x C2 x C2 x (C3 : ((C5 x C5) : C2))",8
1202,1,"D1202",1
1204,9,"D14 x D86",1
1204,12,"D1204",2
1206,5,"D1206",1
1206,15,"(C3 x C3) : D134",1
1208,10,"D1208",2
1208,11,"C151 : Q8",2
1208,12,"C2 x C2 x D302",4
1210,5,"D1210",1
1210,26,"C5 : ((C11 x C11) : C2)",1
1212,7,"S3 x D202",1
1212,11,"D1212",2
1214,1,"D1214",1
1216,385,"D1216",2
1216,390,"C19 : Q64",2
1216,926,"C19 : (((C4 x C4) : C2) : C2)",4
1216,929,"C19 : (C4 : Q16)",4
1216,954,"C19 : (C8 : Q8)",4
1216,968,"D32 x D38",2
1216,970,"C2 x D608",4
1216,975,"Q32 x D38",2
1216,977,"C2 x (C19 : Q32)",4
1216,1033,"((C2 x C2 x C2 x C2) : C2) x D38",4
1216,1087,"((C4 x C4) : C2) x D38",4
1216,1089,"C2 x (C19 : ((C4 x C4) : C2))",8
1216,1090,"(C4 : Q8) x D38",4
1216,1093,"C2 x (C19 : (C4 : Q8))",8
1216,1185,"D8 x D152",4
1216,1215,"D8 x (C19 : Q8)",4
1216,1216,"Q8 x D152",4
1216,1280,"Q8 x (C19 : Q8)",4
1216,1317,"C2 x D16 x D38",4
1216,1319,"C2 x C2 x D304",8
1216,1324,"C2 x Q16 x D38",4
1216,1326,"C2 x C2 x (C19 : Q16)",8
1216,1351,"C19 : ((C2 x D16) : C2)",2
1216,1354,"C19 : ((C2 x D16) : C2)",2
1216,1363,"C19 : ((C2 x Q16) : C2)",2
1216,1366,"C19 : ((C2 x Q16) : C2)",2
1216,1369,"C2 x C2 x D8 x D38",8
1216,1371,"C2 x C2 x C2 x D152",16
1216,1372,"C2 x C2 x Q8 x D38",8
1216,1373,"C2 x C2 x C2 x (C19 : Q8)",16
1216,1378,"((C2 x C2 x C2) : (C2 x C2)) x D38",2
1216,1380,"C2 x (C19 : ((C2 x C2 x C2) : (C2 x C2)))",4
1216,1381,"((C2 x Q8) : C2) x D38",2
1216,1382,"C2 x (C19 : ((C2 x Q8) : C2))",4
1216,1387,"C2 x C2 x C2 x C2 x C2 x D38",32
1218,15,"D1218",1
1220,16,"D10 x D122",1
1220,19,"D1220",2
1222,3,"D1222",1
1224,25,"C9 : (C17 : Q8)",2
1224,27,"D1224",2
1224,47,"C2 x D34 x D18",2
1224,51,"C2 x C2 x D306",4
1224,111,"(C3 x C3) : (C17 : Q8)",2
1224,113,"(C3 x C3) : D136",2
1224,139,"S3 x S3 x D34",1
1224,154,"C2 x (((C3 x C3) : C2) x D34)",2
1224,156,"C2 x S3 x D102",2
1224,163,"C2 x C2 x ((C3 x C3) : D34)",4
1226,1,"D1226",1
1228,3,"D1228",2
1230,11,"D1230",1
1232,65,"D1232",2
1232,66,"C7 : (C11 : Q16)",2
1232,86,"(C7 : Q8) x D22",2
1232,89,"D14 x (C11 : Q8)",2
1232,97,"D56 x D22",2
1232,98,"D14 x D88",2
1232,133,"C2 x (C7 : (C11 : Q8))",4
1232,135,"C2 x D616",4
1232,137,"D8 x D154",2
1232,139,"Q8 x D154",2
1232,149,"C2 x C2 x D14 x D22",4
1232,152,"C2 x C2 x C2 x D154",8
1234,1,"D1234",1
1236,8,"S3 x D206",1
1236,14,"D1236",2
1238,1,"D1238",1
1240,34,"C5 : (C31 : Q8)",2
1240,36,"D1240",2
1240,47,"C2 x D10 x D62",2
1240,50,"C2 x C2 x D310",4
1242,3,"D1242",1
1242,18,"(C9 x C3) : D46",1
1242,29,"(C3 x C3 x C3) : D46",1
1244,3,"D1244",2
1246,3,"D1246",1
1248,224,"D1248",2
1248,225,"C3 : (C13 : Q32)",2
1248,501,"D48 x D26",2
1248,506,"S3 x D208",2
1248,512,"(C3 : Q16) x D26",2
1248,515,"S3 x (C13 : Q16)",2
1248,1043,"C3 : (C13 : (C4 : Q8))",4
1248,1048,"C3 : (C13 : ((C4 x C4) : C2))",4
1248,1077,"C2 x D624",4
1248,1079,"C2 x (C3 : (C13 : Q16))",4
1248,1084,"D16 x D78",2
1248,1091,"Q16 x D78",2
1248,1305,"C2 x ((C3 : Q8) x D26)",4
1248,1309,"C3 : (C13 : ((C2 x Q8) : C2))",2
1248,1310,"C2 x (S3 x (C13 : Q8))",4
1248,1319,"C2 x D24 x D26",4
1248,1320,"C2 x S3 x D104",4
1248,1327,"C3 : (C13 : ((C2 x C2 x C2) : (C2 x C2)))",2
1248,1329,"D8 x S3 x D26",2
1248,1339,"Q8 x S3 x D26",2
1248,1412,"C2 x C2 x (C3 : (C13 : Q8))",8
1248,1414,"C2 x C2 x D312",8
1248,1416,"C2 x D8 x D78",4
1248,1419,"C2 x Q8 x D78",4
1248,1423,"C3 : (C13 : ((C2 x C2 x C2) : (C2 x C2)))",2
1248,1424,"C3 : (C13 : ((C2 x Q8) : C2))",2
1248,1438,"C2 x D26 x S4",2
1248,1451,"C2 x C2 x C2 x S3 x D26",8
1248,1459,"C2 x C2 x C2 x C2 x D78",16
1250,16,"D1250",1
1250,18,"(C25 x C25) : C2",1
1250,25,"(C125 x C5) : C2",1
1250,39,"(C25 x C5 x C5) : C2",1
1250,54,"(C5 x C5 x C5 x C5) : C2",1
1252,4,"D1252",2
1254,11,"D1254",1
1256,10,"D1256",2
1256,11,"C157 : Q8",2
1256,12,"C2 x C2 x D314",4
1258,3,"D1258",1
1260,25,"D14 x D90",1
1260,27,"D10 x D126",1
1260,28,"D70 x D18",1
1260,39,"D1260",2
1260,102,"((C15 x C3) : C2) x D14",1
1260,104,"D10 x ((C3 x C3) : D14)",1
1260,105,"((C3 x C3) : C2) x D70",1
1260,111,"D30 x D42",1
1260,112,"S3 x D210",1
1260,130,"C2 x ((C3 x C3) : D70)",2
1262,1,"D1262",1
1264,26,"D1264",2
1264,31,"C79 : Q16",2
1264,34,"D8 x D158",2
1264,36,"C2 x D632",4
1264,37,"Q8 x D158",2
1264,38,"C2 x (C79 : Q8)",4
1264,42,"C2 x C2 x C2 x D158",8
1266,5,"D1266",1
1268,4,"D1268",2
1270,3,"D1270",1
1272,25,"C3 : (C53 : Q8)",2
1272,27,"D1272",2
1272,39,"C2 x S3 x D106",2
1272,43,"C2 x C2 x D318",4
1274,3,"D1274",1
1274,9,"(C7 x C7) : D26",1
1276,7,"D22 x D58",1
1276,10,"D1276",2
1278,3,"D1278",1
1278,9,"(C3 x C3) : D142",1
1280,57481,"D1280",2
1280,57486,"C5 : Q256",2
1280,84280,"C5 : (((((C4 x C4) : C2) : C2) : C2) : C2)",4
1280,84283,"C5 : (C8 : Q32)",4
1280,84305,"C5 : (C16 : Q16)",4
1280,90563,"C5 : (((C2 x D32) : C2) : C2)",4
1280,90566,"C5 : (C4 : Q64)",4
1280,90588,"C5 : (C32 : Q8)",4
1280,90609,"D128 x D10",2
1280,90611,"C2 x D640",4
1280,90616,"Q128 x D10",2
1280,90618,"C2 x (C5 : Q128)",4
1280,157257,"((((C4 x C4) : C2) : C2) : C2) x D10",4
1280,157259,"C2 x (C5 : ((((C4 x C4) : C2) : C2) : C2))",8
1280,157260,"(C8 : Q16) x D10",4
1280,157263,"C2 x (C5 : (C8 : Q16))",8
1280,161916,"D16 x D80",4
1280,161990,"Q16 x D80",4
1280,161991,"D16 x (C5 : Q16)",4
1280,162412,"Q16 x (C5 : Q16)",4
1280,322087,"C5 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",8
1280,322090,"C5 : ((C4 x C4) : Q16)",8
1280,322144,"C5 : ((C8 x C4) : Q8)",8
1280,323566,"((((C2 x C2 x C2) : (C2 x C2)) : C2) : C2) x D10",2
1280,323740,"((Q8 x Q8) : C2) x D10",2
1280,324950,"(((C2 x D16) : C2) : C2) x D10",4
1280,324953,"C2 x (C5 : (((C2 x D16) : C2) : C2))",8
1280,324954,"(C4 : Q32) x D10",4
1280,324957,"C2 x (C5 : (C4 : Q32))",8
1280,325042,"(C16 : Q8) x D10",4
1280,325045,"C2 x (C5 : (C16 : Q8))",8
1280,326222,"D32 x D40",4
1280,326223,"D8 x D160",4
1280,326297,"Q32 x D40",4
1280,326298,"D8 x (C5 : Q32)",4
1280,326363,"C5 : ((((C2 x D16) : C2) : C2) : C2)",2
1280,326364,"C5 : ((((C2 x D16) : C2) : C2) : C2)",2
1280,326382,"C5 : ((((C2 x Q16) : C2) : C2) : C2)",2
1280,326383,"C5 : ((((C2 x Q16) : C2) : C2) : C2)",2
1280,327431,"D32 x (C5 : Q8)",4
1280,327432,"Q8 x D160",4
1280,327462,"Q32 x (C5 : Q8)",4
1280,327463,"Q8 x (C5 : Q32)",4
1280,327682,"C2 x D64 x D10",4
1280,327684,"C2 x C2 x D320",8
1280,327689,"C2 x Q64 x D10",4
1280,327691,"C2 x C2 x (C5 : Q64)",8
1280,327716,"C5 : ((C2 x D64) : C2)",2
1280,327719,"C5 : ((C2 x D64) : C2)",2
1280,327728,"C5 : ((C2 x Q64) : C2)",2
1280,327731,"C5 : ((C2 x Q64) : C2)",2
1280,364861,"((C2 x C2 x C2 x C2) : C2) x D40",8
1280,365387,"((C4 x C4) : C2) x D40",8
1280,365388,"D8 x (C5 : ((C4 x C4) : C2))",8
1280,365398,"(C4 : Q8) x D40",8
1280,365399,"D8 x (C5 : (C4 : Q8))",8
1280,374427,"((C2 x C2 x C2 x C2) : C2) x (C5 : Q8)",8
1280,374672,"((C4 x C4) : C2) x (C5 : Q8)",8
1280,374673,"Q8 x (C5 : ((C4 x C4) : C2))",8
1280,374678,"(C4 : Q8) x (C5 : Q8)",8
1280,374680,"Q8 x (C5 : (C4 : Q8))",8
1280,375391,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x D10",8
1280,375660,"((C2 x ((C4 x C4) : C2)) : C2) x D10",8
1280,375662,"C2 x (C5 : ((C2 x ((C4 x C4) : C2)) : C2))",16
1280,375663,"((C4 x C4) : Q8) x D10",8
1280,375666,"C2 x (C5 : ((C4 x C4) : Q8))",16
1280,1035966,"((C2 x C2 x D16) : C2) x D10",4
1280,1035996,"((C2 x C2 x Q16) : C2) x D10",4
1280,1036167,"C2 x ((((C4 x C4) : C2) : C2) x D10)",4
1280,1036185,"C2 x (((C4 : Q8) : C2) x D10)",4
1280,1036244,"C5 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",2
1280,1036271,"C5 : ((C2 x ((C4 : Q8) : C2)) : C2)",2
1280,1036279,"C2 x ((((C2 x C2 x C2 x C2) : C2) : C2) x D10)",4
1280,1036317,"C5 : ((C2 x (((C2 x C2 x C2 x C2) : C2) : C2)) : C2)",2
1280,1036323,"C5 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",2
1280,1038968,"C2 x ((((C4 x C4) : C2) : C2) x D10)",8
1280,1038971,"C2 x C2 x (C5 : (((C4 x C4) : C2) : C2))",16
1280,1038972,"C2 x ((C4 : Q16) x D10)",8
1280,1038975,"C2 x C2 x (C5 : (C4 : Q16))",16
1280,1039108,"C5 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
1280,1039113,"C5 : ((C2 x (((C4 x C4) : C2) : C2)) : C2)",4
1280,1039115,"C5 : ((C2 x (C4 : Q16)) : C2)",4
1280,1039120,"C5 : ((C2 x (C4 : Q16)) : C2)",4
1280,1039163,"C2 x ((C8 : Q8) x D10)",8
1280,1039166,"C2 x C2 x (C5 : (C8 : Q8))",16
1280,1039259,"C5 : ((C2 x (C8 : Q8)) : C2)",4
1280,1039264,"C5 : ((C2 x (C8 : Q8)) : C2)",4
1280,1044755,"D8 x D16 x D10",4
1280,1044762,"C2 x D16 x D40",8
1280,1044763,"C2 x D8 x D80",8
1280,1044837,"D8 x Q16 x D10",4
1280,1044844,"C2 x Q16 x D40",8
1280,1044845,"C2 x (D8 x (C5 : Q16))",8
1280,1044884,"C5 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1280,1044950,"C5 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1280,1045602,"C5 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1280,1045603,"C5 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1280,1045627,"C5 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1280,1045628,"C5 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1280,1045789,"(((C8 : (C2 x C2)) : C2) : C2) x D10",2
1280,1045794,"C2 x (C5 : (((C8 : (C2 x C2)) : C2) : C2))",4
1280,1045795,"((((C2 x Q8) : C2) : C2) : C2) x D10",2
1280,1045800,"C2 x (C5 : ((((C2 x Q8) : C2) : C2) : C2))",4
1280,1049978,"Q8 x D16 x D10",4
1280,1049982,"C2 x (D16 x (C5 : Q8))",8
1280,1049983,"C2 x Q8 x D80",8
1280,1050013,"Q8 x Q16 x D10",4
1280,1050017,"C2 x (Q16 x (C5 : Q8))",8
1280,1050018,"C2 x (Q8 x (C5 : Q16))",8
1280,1050244,"C5 : ((((C4 : Q8) : C2) : C2) : C2)",4
1280,1050248,"C5 : ((((C4 : Q8) : C2) : C2) : C2)",4
1280,1072066,"C5 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1072071,"C5 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1072073,"C5 : (((C4 : Q16) : C2) : C2)",4
1280,1072078,"C5 : (((C4 : Q16) : C2) : C2)",4
1280,1073099,"C5 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1073104,"C5 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1073106,"C5 : (((C8 : Q8) : C2) : C2)",4
1280,1073111,"C5 : (((C8 : Q8) : C2) : C2)",4
1280,1076041,"C2 x C2 x D32 x D10",8
1280,1076043,"C2 x C2 x C2 x D160",16
1280,1076048,"C2 x C2 x Q32 x D10",8
1280,1076050,"C2 x C2 x C2 x (C5 : Q32)",16
1280,1076075,"((C2 x D32) : C2) x D10",2
1280,1076077,"C2 x (C5 : ((C2 x D32) : C2))",4
1280,1076080,"C2 x (C5 : ((C2 x D32) : C2))",4
1280,1076089,"((C2 x Q32) : C2) x D10",2
1280,1076091,"C2 x (C5 : ((C2 x Q32) : C2))",4
1280,1076094,"C2 x (C5 : ((C2 x Q32) : C2))",4
1280,1076197,"C2 x C2 x (((C2 x C2 x C2 x C2) : C2) x D10)",16
1280,1076253,"C2 x C2 x (((C4 x C4) : C2) x D10)",16
1280,1076255,"C2 x C2 x C2 x (C5 : ((C4 x C4) : C2))",32
1280,1076256,"C2 x C2 x ((C4 : Q8) x D10)",16
1280,1076259,"C2 x C2 x C2 x (C5 : (C4 : Q8))",32
1280,1076474,"C2 x D8 x D8 x D10",8
1280,1076479,"C2 x C2 x D8 x D40",16
1280,1076480,"C2 x Q8 x D8 x D10",8
1280,1076484,"C2 x C2 x (D8 x (C5 : Q8))",16
1280,1076485,"C2 x C2 x Q8 x D40",16
1280,1076633,"C2 x Q8 x Q8 x D10",8
1280,1076635,"C2 x C2 x (Q8 x (C5 : Q8))",16
1280,1077443,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x D10",4
1280,1077447,"C2 x (C5 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2))",8
1280,1077729,"((((C2 x C2 x C2 x C2) : C2) : C2) : C2) x D10",4
1280,1077731,"C2 x (C5 : ((((C2 x C2 x C2 x C2) : C2) : C2) : C2))",8
1280,1077883,"((((C4 x C4) : C2) : C2) : C2) x D10",4
1280,1077885,"C2 x (C5 : ((((C4 x C4) : C2) : C2) : C2))",8
1280,1077890,"C2 x (C5 : ((((C4 x C4) : C2) : C2) : C2))",8
1280,1077891,"(((C4 : Q8) : C2) : C2) x D10",4
1280,1077893,"C2 x (C5 : (((C4 : Q8) : C2) : C2))",8
1280,1077900,"C2 x (C5 : (((C4 : Q8) : C2) : C2))",8
1280,1077976,"(((C4 : Q8) : C2) : C2) x D10",4
1280,1077978,"C2 x (C5 : (((C4 : Q8) : C2) : C2))",8
1280,1077983,"C2 x (C5 : (((C4 : Q8) : C2) : C2))",8
1280,1078449,"C5 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1078457,"C5 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1280,1081668,"D8 x (C5 : ((C2 x C2 x C2) : (C2 x C2)))",4
1280,1081673,"((C2 x C2 x C2) : (C2 x C2)) x D40",4
1280,1081676,"Q8 x (C5 : ((C2 x C2 x C2) : (C2 x C2)))",4
1280,1081678,"((C2 x C2 x C2) : (C2 x C2)) x (C5 : Q8)",4
1280,1081877,"D8 x (C5 : ((C2 x Q8) : C2))",4
1280,1081883,"((C2 x Q8) : C2) x D40",4
1280,1081885,"Q8 x (C5 : ((C2 x Q8) : C2))",4
1280,1081888,"((C2 x Q8) : C2) x (C5 : Q8)",4
1280,1082072,"C5 : ((C2 x D8 x D8) : C2)",4
1280,1082167,"C5 : ((C2 x Q8 x D8) : C2)",4
1280,1082175,"C5 : ((C2 x Q8 x D8) : C2)",4
1280,1082631,"C5 : ((C2 x Q8 x Q8) : C2)",4
1280,1082635,"C5 : ((C2 x Q8 x Q8) : C2)",4
1280,1082658,"C5 : ((((C4 x D8) : C2) : C2) : C2)",4
1280,1083341,"C2 x C2 x C2 x D16 x D10",16
1280,1083343,"C2 x C2 x C2 x C2 x D80",32
1280,1083348,"C2 x C2 x C2 x Q16 x D10",16
