Order, SmallGroup_ID, StructureDescription, CenterSize
1792,1044884,"C7 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1792,1044950,"C7 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1792,1045602,"C7 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1792,1045603,"C7 : (((C2 x (C8 : (C2 x C2))) : C2) : C2)",4
1792,1045627,"C7 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1792,1045628,"C7 : (((C2 x ((C2 x Q8) : C2)) : C2) : C2)",4
1792,1045789,"(((C8 : (C2 x C2)) : C2) : C2) x D14",2
1792,1045794,"C2 x (C7 : (((C8 : (C2 x C2)) : C2) : C2))",4
1792,1045795,"((((C2 x Q8) : C2) : C2) : C2) x D14",2
1792,1045800,"C2 x (C7 : ((((C2 x Q8) : C2) : C2) : C2))",4
1792,1049978,"Q8 x D16 x D14",4
1792,1049982,"C2 x (D16 x (C7 : Q8))",8
1792,1049983,"C2 x Q8 x D112",8
1792,1050013,"Q8 x Q16 x D14",4
1792,1050017,"C2 x (Q16 x (C7 : Q8))",8
1792,1050018,"C2 x (Q8 x (C7 : Q16))",8
1792,1050244,"C7 : ((((C4 : Q8) : C2) : C2) : C2)",4
1792,1050248,"C7 : ((((C4 : Q8) : C2) : C2) : C2)",4
1792,1072066,"C7 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1072071,"C7 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1072073,"C7 : (((C4 : Q16) : C2) : C2)",4
1792,1072078,"C7 : (((C4 : Q16) : C2) : C2)",4
1792,1073099,"C7 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1073104,"C7 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1073106,"C7 : (((C8 : Q8) : C2) : C2)",4
1792,1073111,"C7 : (((C8 : Q8) : C2) : C2)",4
1792,1076041,"C2 x C2 x D32 x D14",8
1792,1076043,"C2 x C2 x C2 x D224",16
1792,1076048,"C2 x C2 x Q32 x D14",8
1792,1076050,"C2 x C2 x C2 x (C7 : Q32)",16
1792,1076075,"((C2 x D32) : C2) x D14",2
1792,1076077,"C2 x (C7 : ((C2 x D32) : C2))",4
1792,1076080,"C2 x (C7 : ((C2 x D32) : C2))",4
1792,1076089,"((C2 x Q32) : C2) x D14",2
1792,1076091,"C2 x (C7 : ((C2 x Q32) : C2))",4
1792,1076094,"C2 x (C7 : ((C2 x Q32) : C2))",4
1792,1076197,"C2 x C2 x (((C2 x C2 x C2 x C2) : C2) x D14)",16
1792,1076253,"C2 x C2 x (((C4 x C4) : C2) x D14)",16
1792,1076255,"C2 x C2 x C2 x (C7 : ((C4 x C4) : C2))",32
1792,1076256,"C2 x C2 x ((C4 : Q8) x D14)",16
1792,1076259,"C2 x C2 x C2 x (C7 : (C4 : Q8))",32
1792,1076474,"C2 x D8 x D8 x D14",8
1792,1076479,"C2 x C2 x D8 x D56",16
1792,1076480,"C2 x Q8 x D8 x D14",8
1792,1076484,"C2 x C2 x (D8 x (C7 : Q8))",16
1792,1076485,"C2 x C2 x Q8 x D56",16
1792,1076633,"C2 x Q8 x Q8 x D14",8
1792,1076635,"C2 x C2 x (Q8 x (C7 : Q8))",16
1792,1077443,"((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2) x D14",4
1792,1077447,"C2 x (C7 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2))",8
1792,1077729,"((((C2 x C2 x C2 x C2) : C2) : C2) : C2) x D14",4
1792,1077731,"C2 x (C7 : ((((C2 x C2 x C2 x C2) : C2) : C2) : C2))",8
1792,1077883,"((((C4 x C4) : C2) : C2) : C2) x D14",4
1792,1077885,"C2 x (C7 : ((((C4 x C4) : C2) : C2) : C2))",8
1792,1077890,"C2 x (C7 : ((((C4 x C4) : C2) : C2) : C2))",8
1792,1077891,"(((C4 : Q8) : C2) : C2) x D14",4
1792,1077893,"C2 x (C7 : (((C4 : Q8) : C2) : C2))",8
1792,1077900,"C2 x (C7 : (((C4 : Q8) : C2) : C2))",8
1792,1077976,"(((C4 : Q8) : C2) : C2) x D14",4
1792,1077978,"C2 x (C7 : (((C4 : Q8) : C2) : C2))",8
1792,1077983,"C2 x (C7 : (((C4 : Q8) : C2) : C2))",8
1792,1078449,"C7 : (((((C2 x C2 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1078457,"C7 : (((((C4 x C2 x C2) : C2) : C2) : C2) : C2)",4
1792,1081668,"D8 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",4
1792,1081673,"((C2 x C2 x C2) : (C2 x C2)) x D56",4
1792,1081676,"Q8 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",4
1792,1081678,"((C2 x C2 x C2) : (C2 x C2)) x (C7 : Q8)",4
1792,1081877,"D8 x (C7 : ((C2 x Q8) : C2))",4
1792,1081883,"((C2 x Q8) : C2) x D56",4
1792,1081885,"Q8 x (C7 : ((C2 x Q8) : C2))",4
1792,1081888,"((C2 x Q8) : C2) x (C7 : Q8)",4
1792,1082072,"C7 : ((C2 x D8 x D8) : C2)",4
1792,1082167,"C7 : ((C2 x Q8 x D8) : C2)",4
1792,1082175,"C7 : ((C2 x Q8 x D8) : C2)",4
1792,1082631,"C7 : ((C2 x Q8 x Q8) : C2)",4
1792,1082635,"C7 : ((C2 x Q8 x Q8) : C2)",4
1792,1082658,"C7 : ((((C4 x D8) : C2) : C2) : C2)",4
1792,1083341,"C2 x C2 x C2 x D16 x D14",16
1792,1083343,"C2 x C2 x C2 x C2 x D112",32
1792,1083348,"C2 x C2 x C2 x Q16 x D14",16
1792,1083350,"C2 x C2 x C2 x C2 x (C7 : Q16)",32
1792,1083375,"C2 x (((C2 x D16) : C2) x D14)",4
1792,1083377,"C2 x C2 x (C7 : ((C2 x D16) : C2))",8
1792,1083380,"C2 x C2 x (C7 : ((C2 x D16) : C2))",8
1792,1083389,"C2 x (((C2 x Q16) : C2) x D14)",4
1792,1083391,"C2 x C2 x (C7 : ((C2 x Q16) : C2))",8
1792,1083394,"C2 x C2 x (C7 : ((C2 x Q16) : C2))",8
1792,1083426,"C7 : ((C2 x ((C2 x D16) : C2)) : C2)",2
1792,1083429,"C7 : ((C2 x ((C2 x D16) : C2)) : C2)",2
1792,1083438,"C7 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
1792,1083441,"C7 : ((C2 x ((C2 x Q16) : C2)) : C2)",2
1792,1083444,"C2 x C2 x C2 x C2 x D8 x D14",32
1792,1083446,"C2 x C2 x C2 x C2 x C2 x D56",64
1792,1083447,"C2 x C2 x C2 x C2 x Q8 x D14",32
1792,1083448,"C2 x C2 x C2 x C2 x C2 x (C7 : Q8)",64
1792,1083453,"C2 x C2 x (((C2 x C2 x C2) : (C2 x C2)) x D14)",8
1792,1083455,"C2 x C2 x C2 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",16
1792,1083456,"C2 x C2 x (((C2 x Q8) : C2) x D14)",8
1792,1083457,"C2 x C2 x C2 x (C7 : ((C2 x Q8) : C2))",16
1792,1083463,"((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2) x D14",2
1792,1083465,"C2 x (C7 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2))",4
1792,1083466,"((C2 x ((C2 x Q8) : C2)) : C2) x D14",2
1792,1083468,"C2 x (C7 : ((C2 x ((C2 x Q8) : C2)) : C2))",4
1792,1083472,"C2 x C2 x C2 x C2 x C2 x C2 x C2 x D14",128
1794,11,"D1794",1
1796,4,"D1796",2
1798,3,"D1798",1
1800,25,"C9 : (C25 : Q8)",2
1800,27,"D1800",2
1800,45,"C2 x D18 x D50",2
1800,49,"C2 x C2 x D450",4
1800,118,"(C3 x C3) : (C25 : Q8)",2
1800,120,"(C3 x C3) : D200",2
1800,207,"C9 : ((C5 x C5) : Q8)",2
1800,209,"C9 : ((C5 x C5) : D8)",2
1800,229,"S3 x S3 x D50",1
1800,244,"C2 x (((C3 x C3) : C2) x D50)",2
1800,246,"C2 x S3 x D150",2
1800,253,"C2 x C2 x ((C3 x C3) : D50)",4
1800,296,"D10 x D10 x D18",1
1800,316,"C2 x (((C5 x C5) : C2) x D18)",2
1800,317,"C2 x D10 x D90",2
1800,326,"C2 x C2 x (C9 : ((C5 x C5) : C2))",4
1800,547,"(C3 x C3) : ((C5 x C5) : Q8)",2
1800,549,"(C3 x C3) : ((C5 x C5) : D8)",2
1800,575,"S3 x ((C5 x C5) : D12)",1
1800,675,"((C3 x C3) : C2) x D10 x D10",1
1800,677,"S3 x S3 x ((C5 x C5) : C2)",1
1800,678,"S3 x D30 x D10",1
1800,728,"C2 x (((C3 x C3) : C2) x ((C5 x C5) : C2))",2
1800,729,"C2 x (((C15 x C3) : C2) x D10)",2
1800,734,"C2 x (S3 x (C3 : ((C5 x C5) : C2)))",2
1800,736,"C2 x D30 x D30",2
1800,741,"C2 x C2 x ((C3 x C3) : ((C5 x C5) : C2))",4
1802,3,"D1802",1
1804,7,"D22 x D82",1
1804,10,"D1804",2
1806,29,"D1806",1
1808,26,"D1808",2
1808,31,"C113 : Q16",2
1808,34,"D8 x D226",2
1808,36,"C2 x D904",4
1808,37,"Q8 x D226",2
1808,38,"C2 x (C113 : Q8)",4
1808,42,"C2 x C2 x C2 x D226",8
1810,5,"D1810",1
1812,8,"S3 x D302",1
1812,14,"D1812",2
1814,1,"D1814",1
1816,10,"D1816",2
1816,11,"C227 : Q8",2
1816,12,"C2 x C2 x D454",4
1818,3,"D1818",1
1818,9,"(C3 x C3) : D202",1
1820,23,"D70 x D26",1
1820,25,"D14 x D130",1
1820,26,"D10 x D182",1
1820,34,"D1820",2
1822,1,"D1822",1
1824,221,"D1824",2
1824,222,"C3 : (C19 : Q32)",2
1824,392,"D48 x D38",2
1824,397,"S3 x D304",2
1824,403,"(C3 : Q16) x D38",2
1824,406,"S3 x (C19 : Q16)",2
1824,934,"C3 : (C19 : (C4 : Q8))",4
1824,939,"C3 : (C19 : ((C4 x C4) : C2))",4
1824,968,"C2 x D912",4
1824,970,"C2 x (C3 : (C19 : Q16))",4
1824,975,"D16 x D114",2
1824,982,"Q16 x D114",2
1824,1117,"C2 x ((C3 : Q8) x D38)",4
1824,1121,"C3 : (C19 : ((C2 x Q8) : C2))",2
1824,1122,"C2 x (S3 x (C19 : Q8))",4
1824,1131,"C2 x D24 x D38",4
1824,1132,"C2 x S3 x D152",4
1824,1139,"C3 : (C19 : ((C2 x C2 x C2) : (C2 x C2)))",2
1824,1141,"D8 x S3 x D38",2
1824,1151,"Q8 x S3 x D38",2
1824,1224,"C2 x C2 x (C3 : (C19 : Q8))",8
1824,1226,"C2 x C2 x D456",8
1824,1228,"C2 x D8 x D114",4
1824,1231,"C2 x Q8 x D114",4
1824,1235,"C3 : (C19 : ((C2 x C2 x C2) : (C2 x C2)))",2
1824,1236,"C3 : (C19 : ((C2 x Q8) : C2))",2
1824,1245,"C2 x D38 x S4",2
1824,1255,"C2 x C2 x C2 x S3 x D38",8
1824,1263,"C2 x C2 x C2 x C2 x D114",16
1826,3,"D1826",1
1828,4,"D1828",2
1830,17,"D1830",1
1832,10,"D1832",2
1832,11,"C229 : Q8",2
1832,12,"C2 x C2 x D458",4
1834,3,"D1834",1
1836,7,"D34 x D54",1
1836,11,"D1836",2
1836,47,"D34 x ((C9 x C3) : C2)",1
1836,51,"S3 x D306",1
1836,52,"D102 x D18",1
1836,74,"C2 x ((C9 x C3) : D34)",2
1836,102,"((C3 x C3 x C3) : C2) x D34",1
1836,104,"S3 x ((C3 x C3) : D34)",1
1836,105,"((C3 x C3) : C2) x D102",1
1836,116,"C2 x ((C3 x C3 x C3) : D34)",2
1838,1,"D1838",1
1840,67,"D1840",2
1840,68,"C5 : (C23 : Q16)",2
1840,109,"(C5 : Q8) x D46",2
1840,112,"D10 x (C23 : Q8)",2
1840,120,"D40 x D46",2
1840,121,"D10 x D184",2
1840,156,"C2 x (C5 : (C23 : Q8))",4
1840,158,"C2 x D920",4
1840,160,"D8 x D230",2
1840,162,"Q8 x D230",2
1840,174,"C2 x C2 x D10 x D46",4
1840,177,"C2 x C2 x C2 x D230",8
1842,5,"D1842",1
1844,4,"D1844",2
1846,3,"D1846",1
1848,119,"C3 : (C7 : (C11 : Q8))",2
1848,121,"D1848",2
1848,130,"S3 x D14 x D22",1
1848,147,"C2 x D42 x D22",2
1848,149,"C2 x D14 x D66",2
1848,150,"C2 x S3 x D154",2
1848,161,"C2 x C2 x D462",4
1850,3,"D1850",1
1850,9,"(C5 x C5) : D74",1
1852,3,"D1852",2
1854,5,"D1854",1
1854,15,"(C3 x C3) : D206",1
1856,385,"D1856",2
1856,390,"C29 : Q64",2
1856,926,"C29 : (((C4 x C4) : C2) : C2)",4
1856,929,"C29 : (C4 : Q16)",4
1856,954,"C29 : (C8 : Q8)",4
1856,968,"D32 x D58",2
1856,970,"C2 x D928",4
1856,975,"Q32 x D58",2
1856,977,"C2 x (C29 : Q32)",4
1856,1033,"((C2 x C2 x C2 x C2) : C2) x D58",4
1856,1087,"((C4 x C4) : C2) x D58",4
1856,1089,"C2 x (C29 : ((C4 x C4) : C2))",8
1856,1090,"(C4 : Q8) x D58",4
1856,1093,"C2 x (C29 : (C4 : Q8))",8
1856,1185,"D8 x D232",4
1856,1215,"D8 x (C29 : Q8)",4
1856,1216,"Q8 x D232",4
1856,1280,"Q8 x (C29 : Q8)",4
1856,1317,"C2 x D16 x D58",4
1856,1319,"C2 x C2 x D464",8
1856,1324,"C2 x Q16 x D58",4
1856,1326,"C2 x C2 x (C29 : Q16)",8
1856,1351,"C29 : ((C2 x D16) : C2)",2
1856,1354,"C29 : ((C2 x D16) : C2)",2
1856,1363,"C29 : ((C2 x Q16) : C2)",2
1856,1366,"C29 : ((C2 x Q16) : C2)",2
1856,1369,"C2 x C2 x D8 x D58",8
1856,1371,"C2 x C2 x C2 x D232",16
1856,1372,"C2 x C2 x Q8 x D58",8
1856,1373,"C2 x C2 x C2 x (C29 : Q8)",16
1856,1378,"((C2 x C2 x C2) : (C2 x C2)) x D58",2
1856,1380,"C2 x (C29 : ((C2 x C2 x C2) : (C2 x C2)))",4
1856,1381,"((C2 x Q8) : C2) x D58",2
1856,1382,"C2 x (C29 : ((C2 x Q8) : C2))",4
1856,1387,"C2 x C2 x C2 x C2 x C2 x D58",32
1858,1,"D1858",1
1860,41,"D30 x D62",1
1860,43,"D10 x D186",1
1860,44,"S3 x D310",1
1860,55,"D1860",2
1862,3,"D1862",1
1862,9,"(C7 x C7) : D38",1
1864,10,"D1864",2
1864,11,"C233 : Q8",2
1864,12,"C2 x C2 x D466",4
1866,3,"D1866",1
1868,3,"D1868",2
1870,11,"D1870",1
1872,93,"C9 : (C13 : Q16)",2
1872,97,"D1872",2
1872,177,"(C13 : Q8) x D18",2
1872,181,"D26 x (C9 : Q8)",2
1872,188,"D26 x D72",2
1872,189,"D104 x D18",2
1872,234,"C2 x (C9 : (C13 : Q8))",4
1872,236,"C2 x D936",4
1872,238,"D8 x D234",2
1872,240,"Q8 x D234",2
1872,514,"(C3 x C3) : D208",2
1872,515,"(C3 x C3) : (C13 : Q16)",2
1872,548,"C2 x C2 x D26 x D18",4
1872,556,"C2 x C2 x C2 x D234",8
1872,851,"((C3 x C3) : Q8) x D26",2
1872,854,"((C3 x C3) : C2) x (C13 : Q8)",2
1872,862,"((C12 x C3) : C2) x D26",2
1872,863,"((C3 x C3) : C2) x D104",2
1872,896,"(C3 : Q8) x D78",2
1872,899,"S3 x (C3 : (C13 : Q8))",2
1872,907,"D24 x D78",2
1872,908,"S3 x D312",2
1872,991,"C2 x ((C3 x C3) : (C13 : Q8))",4
1872,993,"C2 x ((C3 x C3) : D104)",4
1872,995,"D8 x ((C3 x C3) : D26)",2
1872,997,"Q8 x ((C3 x C3) : D26)",2
1872,1023,"((S3 x S3) : C2) x D26",1
1872,1037,"D78 x S4",1
1872,1061,"C2 x S3 x S3 x D26",2
1872,1082,"C2 x C2 x (((C3 x C3) : C2) x D26)",4
1872,1084,"C2 x C2 x S3 x D78",4
1872,1095,"C2 x C2 x C2 x ((C3 x C3) : D26)",8
1874,1,"D1874",1
1876,5,"D14 x D134",1
1876,8,"D1876",2
1878,5,"D1878",1
1880,24,"C5 : (C47 : Q8)",2
1880,26,"D1880",2
1880,35,"C2 x D10 x D94",2
1880,38,"C2 x C2 x D470",4
1882,1,"D1882",1
1884,11,"S3 x D314",1
1884,17,"D1884",2
1886,3,"D1886",1
1888,88,"D1888",2
1888,93,"C59 : Q32",2
1888,143,"C59 : ((C4 x C4) : C2)",4
1888,146,"C59 : (C4 : Q8)",4
1888,155,"D16 x D118",2
1888,157,"C2 x D944",4
1888,162,"Q16 x D118",2
1888,164,"C2 x (C59 : Q16)",4
1888,182,"C2 x D8 x D118",4
1888,184,"C2 x C2 x D472",8
1888,185,"C2 x Q8 x D118",4
1888,186,"C2 x C2 x (C59 : Q8)",8
1888,192,"C59 : ((C2 x C2 x C2) : (C2 x C2))",2
1888,193,"C59 : ((C2 x Q8) : C2)",2
1888,195,"C2 x C2 x C2 x C2 x D118",16
1890,11,"D1890",1
1890,88,"(C9 x C3) : D70",1
1890,119,"(C3 x C3 x C3) : D70",1
1892,5,"D22 x D86",1
1892,8,"D1892",2
1894,1,"D1894",1
1896,34,"C3 : (C79 : Q8)",2
1896,36,"D1896",2
1896,47,"C2 x S3 x D158",2
1896,53,"C2 x C2 x D474",4
1898,3,"D1898",1
1900,7,"D38 x D50",1
1900,10,"D1900",2
1900,27,"((C5 x C5) : C2) x D38",1
1900,29,"D10 x D190",1
1900,35,"C2 x ((C5 x C5) : D38)",2
1902,3,"D1902",1
1904,67,"D1904",2
1904,68,"C7 : (C17 : Q16)",2
1904,111,"(C7 : Q8) x D34",2
1904,114,"D14 x (C17 : Q8)",2
1904,122,"D56 x D34",2
1904,123,"D14 x D136",2
1904,158,"C2 x (C7 : (C17 : Q8))",4
1904,160,"C2 x D952",4
1904,162,"D8 x D238",2
1904,164,"Q8 x D238",2
1904,182,"C2 x C2 x D14 x D34",4
1904,185,"C2 x C2 x C2 x D238",8
1906,1,"D1906",1
1908,7,"D106 x D18",1
1908,11,"D1908",2
1908,26,"((C3 x C3) : C2) x D106",1
1908,28,"S3 x D318",1
1908,35,"C2 x ((C3 x C3) : D106)",2
1910,5,"D1910",1
1912,10,"D1912",2
1912,11,"C239 : Q8",2
1912,12,"C2 x C2 x D478",4
1914,7,"D1914",1
1916,3,"D1916",2
1918,3,"D1918",1
1920,5508,"D1920",2
1920,5532,"C3 : (C5 : Q128)",2
1920,19323,"C3 : (C5 : ((((C4 x C4) : C2) : C2) : C2))",4
1920,19336,"C3 : (C5 : (C8 : Q16))",4
1920,44484,"C3 : (C5 : (((C2 x D16) : C2) : C2))",4
1920,44502,"C3 : (C5 : (C4 : Q32))",4
1920,44664,"C3 : (C5 : (C16 : Q8))",4
1920,44837,"D64 x D30",2
1920,44843,"C2 x D960",4
1920,44850,"D192 x D10",2
1920,44852,"S3 x D320",2
1920,44882,"Q64 x D30",2
1920,44888,"C2 x (C3 : (C5 : Q64))",4
1920,44895,"(C3 : Q64) x D10",2
1920,44897,"S3 x (C5 : Q64)",2
1920,136831,"C3 : (C5 : ((C2 x ((C4 x C4) : C2)) : C2))",8
1920,136844,"C3 : (C5 : ((C4 x C4) : Q8))",8
1920,150654,"(((C4 x C4) : C2) : C2) x D30",2
1920,150825,"((C4 : Q8) : C2) x D30",2
1920,151293,"(((C2 x C2 x C2 x C2) : C2) : C2) x D30",2
1920,164463,"(((C4 x C4) : C2) : C2) x D30",4
1920,164472,"C2 x (C3 : (C5 : (((C4 x C4) : C2) : C2)))",8
1920,164479,"(C3 : (((C4 x C4) : C2) : C2)) x D10",4
1920,164481,"S3 x (C5 : (((C4 x C4) : C2) : C2))",4
1920,164493,"(C4 : Q16) x D30",4
1920,164502,"C2 x (C3 : (C5 : (C4 : Q16)))",8
1920,164509,"(C3 : (C4 : Q16)) x D10",4
1920,164511,"S3 x (C5 : (C4 : Q16))",4
1920,165501,"(C8 : Q8) x D30",4
1920,165510,"C2 x (C3 : (C5 : (C8 : Q8)))",8
1920,165517,"(C3 : (C8 : Q8)) x D10",4
1920,165519,"S3 x (C5 : (C8 : Q8))",4
1920,182091,"D16 x D120",4
1920,182094,"D8 x D240",4
1920,182161,"D24 x D80",4
1920,182163,"D48 x D40",4
1920,183180,"Q16 x D120",4
1920,183183,"D8 x (C3 : (C5 : Q16))",4
1920,183250,"D24 x (C5 : Q16)",4
1920,183252,"(C3 : Q16) x D40",4
1920,183876,"C3 : (C5 : (((C8 : (C2 x C2)) : C2) : C2))",2
1920,183913,"C3 : (C5 : (((C8 : (C2 x C2)) : C2) : C2))",2
1920,183930,"C3 : (C5 : ((((C2 x Q8) : C2) : C2) : C2))",2
1920,183967,"C3 : (C5 : ((((C2 x Q8) : C2) : C2) : C2))",2
1920,200377,"D16 x (C3 : (C5 : Q8))",4
1920,200380,"Q8 x D240",4
1920,200396,"D48 x (C5 : Q8)",4
1920,200398,"(C3 : Q8) x D80",4
1920,200763,"Q16 x (C3 : (C5 : Q8))",4
1920,200766,"Q8 x (C3 : (C5 : Q16))",4
1920,200782,"(C3 : Q16) x (C5 : Q8)",4
1920,200784,"(C3 : Q8) x (C5 : Q16)",4
1920,203894,"C2 x D32 x D30",4
1920,203900,"C2 x C2 x D480",8
1920,203901,"D32 x S3 x D10",2
1920,203905,"C2 x D96 x D10",4
1920,203907,"C2 x S3 x D160",4
1920,203941,"C2 x Q32 x D30",4
1920,203947,"C2 x C2 x (C3 : (C5 : Q32))",8
1920,203948,"Q32 x S3 x D10",2
1920,203952,"C2 x ((C3 : Q32) x D10)",4
1920,203954,"C2 x (S3 x (C5 : Q32))",4
1920,204188,"C3 : (C5 : ((C2 x D32) : C2))",2
1920,204197,"C3 : (C5 : ((C2 x D32) : C2))",2
1920,204216,"C3 : (C5 : ((C2 x D32) : C2))",2
1920,204218,"C3 : (C5 : ((C2 x D32) : C2))",2
1920,204316,"C3 : (C5 : ((C2 x Q32) : C2))",2
1920,204325,"C3 : (C5 : ((C2 x Q32) : C2))",2
1920,204344,"C3 : (C5 : ((C2 x Q32) : C2))",2
1920,204346,"C3 : (C5 : ((C2 x Q32) : C2))",2
1920,205018,"C2 x (((C2 x C2 x C2 x C2) : C2) x D30)",8
1920,205028,"((C2 x C2 x C2 x C2) : C2) x S3 x D10",4
1920,205658,"C2 x (((C4 x C4) : C2) x D30)",8
1920,205664,"C2 x C2 x (C3 : (C5 : ((C4 x C4) : C2)))",16
1920,205665,"((C4 x C4) : C2) x S3 x D10",4
1920,205669,"C2 x ((C3 : ((C4 x C4) : C2)) x D10)",8
1920,205671,"C2 x (S3 x (C5 : ((C4 x C4) : C2)))",8
1920,205678,"C2 x ((C4 : Q8) x D30)",8
1920,205687,"C2 x C2 x (C3 : (C5 : (C4 : Q8)))",16
1920,205688,"(C4 : Q8) x S3 x D10",4
1920,205695,"C2 x ((C3 : (C4 : Q8)) x D10)",8
1920,205697,"C2 x (S3 x (C5 : (C4 : Q8)))",8
1920,208100,"D8 x D8 x D30",4
1920,208115,"C2 x D8 x D120",8
1920,208125,"D8 x D24 x D10",4
1920,208127,"D8 x S3 x D40",4
1920,208164,"C2 x D24 x D40",8
1920,208596,"Q8 x D8 x D30",4
1920,208608,"C2 x (D8 x (C3 : (C5 : Q8)))",8
1920,208611,"C2 x Q8 x D120",8
1920,208615,"D8 x (C3 : Q8) x D10",4
1920,208617,"D8 x S3 x (C5 : Q8)",4
1920,208621,"Q8 x D24 x D10",4
1920,208623,"Q8 x S3 x D40",4
1920,208642,"C2 x (D24 x (C5 : Q8))",8
1920,208644,"C2 x ((C3 : Q8) x D40)",8
1920,210274,"Q8 x Q8 x D30",4
1920,210280,"C2 x (Q8 x (C3 : (C5 : Q8)))",8
1920,210284,"Q8 x (C3 : Q8) x D10",4
1920,210286,"Q8 x S3 x (C5 : Q8)",4
1920,210290,"C2 x ((C3 : Q8) x (C5 : Q8))",8
1920,211159,"C3 : (C5 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2))",4
1920,211441,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213837,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213852,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213895,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213897,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213931,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213946,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213989,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,213991,"C3 : (C5 : (((C2 x ((C4 x C2) : C2)) : C2) : C2))",4
1920,214402,"C3 : (C5 : (((C4 : Q8) : C2) : C2))",4
1920,214423,"C3 : (C5 : (((C4 : Q8) : C2) : C2))",4
1920,214481,"C3 : (C5 : (((C4 : Q8) : C2) : C2))",4
1920,214483,"C3 : (C5 : (((C4 : Q8) : C2) : C2))",4
1920,235336,"C2 x C2 x D16 x D30",8
1920,235342,"C2 x C2 x C2 x D240",16
1920,235343,"C2 x D16 x S3 x D10",4
1920,235347,"C2 x C2 x D48 x D10",8
1920,235349,"C2 x C2 x S3 x D80",8
1920,235383,"C2 x C2 x Q16 x D30",8
1920,235389,"C2 x C2 x C2 x (C3 : (C5 : Q16))",16
1920,235390,"C2 x Q16 x S3 x D10",4
1920,235394,"C2 x C2 x ((C3 : Q16) x D10)",8
1920,235396,"C2 x C2 x (S3 x (C5 : Q16))",8
1920,235648,"((C2 x D16) : C2) x D30",2
1920,235654,"C2 x (C3 : (C5 : ((C2 x D16) : C2)))",4
1920,235663,"C2 x (C3 : (C5 : ((C2 x D16) : C2)))",4
1920,235670,"(C3 : ((C2 x D16) : C2)) x D10",2
1920,235672,"S3 x (C5 : ((C2 x D16) : C2))",2
1920,235676,"(C3 : ((C2 x D16) : C2)) x D10",2
1920,235678,"S3 x (C5 : ((C2 x D16) : C2))",2
1920,235697,"C2 x (C3 : (C5 : ((C2 x D16) : C2)))",4
1920,235699,"C2 x (C3 : (C5 : ((C2 x D16) : C2)))",4
1920,235818,"((C2 x Q16) : C2) x D30",2
1920,235824,"C2 x (C3 : (C5 : ((C2 x Q16) : C2)))",4
1920,235833,"C2 x (C3 : (C5 : ((C2 x Q16) : C2)))",4
1920,235840,"(C3 : ((C2 x Q16) : C2)) x D10",2
1920,235842,"S3 x (C5 : ((C2 x Q16) : C2))",2
1920,235846,"(C3 : ((C2 x Q16) : C2)) x D10",2
1920,235848,"S3 x (C5 : ((C2 x Q16) : C2))",2
1920,235867,"C2 x (C3 : (C5 : ((C2 x Q16) : C2)))",4
1920,235869,"C2 x (C3 : (C5 : ((C2 x Q16) : C2)))",4
1920,236171,"C2 x C2 x C2 x D8 x D30",16
1920,236177,"C2 x C2 x C2 x C2 x D120",32
1920,236178,"C2 x C2 x D8 x S3 x D10",8
1920,236182,"C2 x C2 x C2 x D24 x D10",16
1920,236184,"C2 x C2 x C2 x S3 x D40",16
1920,236190,"C2 x C2 x C2 x Q8 x D30",16
1920,236193,"C2 x C2 x C2 x C2 x (C3 : (C5 : Q8))",32
1920,236194,"C2 x C2 x Q8 x S3 x D10",8
1920,236195,"C2 x C2 x C2 x ((C3 : Q8) x D10)",16
